AccX1;AccY1;AccZ1;GyrX1;GyrY1;GyrZ1;AccX2;AccY2;AccZ2;GyrX2;GyrY2;GyrZ2;AccX3;AccY3;AccZ3;GyrX3;GyrY3;GyrZ3;AccX4;AccY4;AccZ4;GyrX4;GyrY4;GyrZ4;AccX5;AccY5;AccZ5;GyrX5;GyrY5;GyrZ5;AccX6;AccY6;AccZ6;GyrX6;GyrY6;GyrZ6;AccX7;AccY7;AccZ7;GyrX7;GyrY7;GyrZ7;AccX8;AccY8;AccZ8;GyrX8;GyrY8;GyrZ8;AccX9;AccY9;AccZ9;GyrX9;GyrY9;GyrZ9;AccX10;AccY10;AccZ10;GyrX10;GyrY10;GyrZ10;AccX11;AccY11;AccZ11;GyrX11;GyrY11;GyrZ11;AccX12;AccY12;AccZ12;GyrX12;GyrY12;GyrZ12;AccX13;AccY13;AccZ13;GyrX13;GyrY13;GyrZ13;AccX14;AccY14;AccZ14;GyrX14;GyrY14;GyrZ14;AccX15;AccY15;AccZ15;GyrX15;GyrY15;GyrZ15;AccX16;AccY16;AccZ16;GyrX16;GyrY16;GyrZ16;AccX17;AccY17;AccZ17;GyrX17;GyrY17;GyrZ17;AccX18;AccY18;AccZ18;GyrX18;GyrY18;GyrZ18;AccX19;AccY19;AccZ19;GyrX19;GyrY19;GyrZ19;AccX20;AccY20;AccZ20;GyrX20;GyrY20;GyrZ20;Label
-5;10;2;199;-27;11;9;4;1;38;43;-43;-10;1;-3;9;-60;56;2;-3;4;133;9;-27;1;-1;-6;-63;-6;31;-3;-2;2;-12;8;-17;0;1;1;-87;16;23;3;0;-2;96;28;-85;-1;-2;-1;15;-22;37;-1;2;0;-51;-29;49;-14;148;-58;-4328;-58;736;0;69;-20;-324;-10;-17;-11;40;-56;1056;-9;-204;-13;24;-56;-71;12;-30;3;10;-59;116;-9;28;-25;-6;-28;1290;87;-110;5;17;-32;3787;-28;-831;8;-14;48;2321;184;-131;-1;-3;23;-444;15;12;26;-10;91;1548;-119;-324;tilt_right
6;-60;48;960;-22;-237;-12;-74;45;-2037;142;365;17;-51;26;-1736;-82;320;14;-42;23;-521;-120;107;-2;-27;-3;-520;24;117;2;-17;11;-311;38;-12;-2;-18;-7;44;-110;64;-3;-11;2;-277;119;-37;1;0;-2;-533;-50;129;-8;-2;-2;-166;-10;61;10;3;5;160;61;-50;1;8;4;-263;-39;35;-1;0;0;-80;4;63;1;5;1;296;-17;-71;1;5;-4;47;21;-66;-10;-8;-46;-588;-49;218;13;8;43;497;7;-131;-2;-1;1;-98;30;-9;5;9;-1;89;-92;1;-11;2;2;11;133;-48;tilt_right
-8;151;-48;-2891;-98;544;-8;50;-21;245;10;-61;-7;23;-38;159;-16;-88;-4;35;-39;-229;-32;142;-6;20;-46;-728;-38;47;-11;3;-28;768;50;-67;-8;8;-39;2468;37;-474;4;8;-1;1917;109;-377;12;-16;22;355;62;33;-13;-3;22;-125;-36;161;22;-14;67;1508;-7;-399;-11;-22;25;11;-32;52;13;-40;34;-449;68;89;7;-18;31;-191;-9;-58;3;-53;20;-686;-94;156;10;-41;29;408;22;-142;4;-40;3;-217;-7;-43;-11;-30;5;-1278;-30;296;5;-10;0;-1186;-48;249;3;3;5;302;110;-145;tilt_right
3;4;2;-65;-78;92;-4;0;2;195;28;-64;1;-7;-4;180;-3;6;0;-6;3;-42;13;4;0;-6;-6;-323;-16;52;0;-1;0;-122;-29;38;2;1;2;104;47;-63;-3;1;-3;-53;-21;24;2;4;4;-27;-1;22;0;2;4;63;25;-44;-9;152;-56;-3787;-46;614;-7;63;-35;-380;-63;132;-5;45;-58;28;-79;-105;-11;11;-37;993;72;-116;-13;9;-44;1474;54;-227;5;13;-7;3332;90;-681;14;-2;13;1184;97;-32;-11;-18;36;-387;41;183;11;-31;42;649;-154;-217;8;-35;50;1160;21;-205;tilt_right
6;-36;29;-1200;61;231;12;-57;39;-880;-68;21;10;-32;15;562;-71;-61;-8;-51;-1;-196;16;-1;-6;-36;1;-1001;46;190;8;-20;12;-1622;-8;265;1;1;-5;-382;-48;92;-5;9;3;470;4;-69;-1;4;0;-79;28;41;1;3;-2;-200;-17;-16;-3;5;0;50;45;62;12;20;31;-29;0;43;-6;-13;-33;1;-90;6;-1;2;-7;-156;50;-79;2;11;17;489;-82;-64;2;-1;-12;-117;24;-3;5;-2;9;239;179;55;-11;-8;-14;-30;-95;155;2;-5;0;386;-167;-302;-15;33;3;-1626;125;447;tilt_right
7;150;-68;-2201;-63;190;-16;36;-42;295;-24;27;-5;40;-43;-201;-71;-159;-2;12;-31;116;-10;11;-15;18;-51;682;116;-51;-5;-2;-10;1698;0;-277;6;5;-12;2181;147;-321;-2;-20;20;111;44;-37;3;0;36;439;13;61;17;-2;36;1268;-36;-225;0;-37;46;458;20;-160;5;-41;24;-1376;4;268;5;-22;40;-325;-111;91;8;-40;22;82;-48;-88;-3;-22;21;247;27;-118;10;-48;15;-274;-12;115;-4;-35;-1;-495;66;36;-5;-32;-5;-714;34;156;9;-3;7;-1077;-68;183;4;0;0;3;55;-32;tilt_right
-4;3;1;213;-57;-24;3;4;6;-150;10;41;-3;1;-3;35;-13;-10;3;3;3;6;-44;23;2;0;-7;35;42;-24;-5;-1;2;-13;-13;-5;0;-4;-1;15;6;0;1;3;1;19;-18;11;-2;2;-2;-60;2;-5;5;2;3;4;57;-16;-14;150;-47;-2805;-100;416;2;28;-28;278;-50;81;-9;33;-24;377;8;-219;-17;12;-46;-723;-27;331;8;58;-30;-171;-2;-159;-12;-15;-60;-282;47;133;-12;10;-46;1114;-2;-238;-2;-5;-14;1435;75;-235;-4;12;-7;2256;23;-458;13;-2;22;1030;133;-201;tilt_right
6;-1;39;567;61;29;15;-12;76;1951;-115;-390;3;-43;26;-493;32;76;12;-47;58;-1277;-103;290;8;-47;43;-696;-129;225;1;-54;14;46;47;-81;11;-42;16;-505;93;-38;-14;-33;3;-975;31;268;7;-12;-3;-630;-24;101;7;-3;4;-407;35;89;0;3;4;-122;-49;-2;-6;0;-3;-50;-15;32;5;8;1;18;-13;-21;1;-3;4;114;25;-4;-1;2;-1;-143;-63;22;1;2;-4;85;52;-40;-3;2;-1;52;-21;-56;6;-3;7;-96;32;-27;-17;-3;-11;311;56;41;4;4;8;-21;-76;20;tilt_right
-10;142;-63;-4059;-35;656;-1;72;-34;-773;-75;180;-2;49;-48;587;31;-245;-20;19;-55;1134;-57;-126;-7;0;-61;-248;81;49;-13;-3;-41;1181;10;-159;-7;7;0;2771;43;-488;17;11;8;2101;110;-353;2;-24;41;474;123;-40;16;7;58;1013;-74;-315;12;-57;51;819;-93;-114;8;-40;49;-1147;-67;156;1;-64;51;-1229;-83;394;10;-52;24;-853;63;114;1;-31;8;-107;-8;-27;7;-33;12;-425;60;96;-6;-28;-7;-627;-1;95;3;-1;4;-720;47;94;1;1;-3;-87;-83;89;-2;2;1;-7;5;-19;tilt_right
4;1;4;-58;-1;4;-1;2;3;-2;5;8;1;3;0;-47;-14;4;-4;-4;-11;33;13;-27;6;7;9;35;40;-8;-2;2;-6;-33;-70;39;-3;0;5;-47;24;-2;3;3;0;47;24;-20;1;2;0;93;-46;-19;-4;-2;-1;-77;21;40;-4;152;-65;-4201;-54;713;-16;54;-31;97;-50;-54;-4;59;-53;-412;-8;-42;-17;42;-50;1181;10;-116;-8;-17;-48;1108;76;-113;-11;14;-17;1894;25;-329;10;2;12;2835;121;-516;5;-17;27;1295;8;-209;12;-19;52;58;72;-6;11;-29;59;752;-150;-235;tilt_right
-3;-67;42;-883;53;123;16;-51;32;-529;-108;83;7;-55;24;-798;-14;259;1;-37;9;-703;19;98;0;-27;3;-475;10;106;0;-16;2;-992;4;170;-1;4;-1;-321;-1;54;4;5;-1;62;18;8;3;3;5;48;-17;-28;-4;1;-3;-32;-21;20;5;3;2;123;35;-49;0;-1;2;-24;-38;31;-4;-1;0;-76;-45;44;4;0;-5;27;42;-29;-5;2;2;94;21;-41;1;-2;1;-85;-22;28;-1;3;-2;48;29;-13;0;-2;4;-3;-18;-4;-3;0;-5;-68;-8;22;7;3;3;95;14;-18;tilt_right
